ID,Topic,Title,Content
13,ComputerScience,acceleratorlevel parallelism,slowing technology scaling known way improve computer system performance energy constraint employ hardware accelerator already today many chip mobile edge cloud computing concurrently employ multiple accelerator call acceleratorlevel parallelism alp needed benefit alp spread computer system broadly herein charge community develop better best practice targeting accelerator managing accelerator concurrency choreographing interaccelerator communication productively programming accelerator
14,ComputerScience,tabularosa tabular operating system architecture massively parallel heterogeneous compute engine,rise computing hardware choice driving reevaluation operating system traditional role operating system controlling execution hardware evolving toward model whereby controlling processor distinct compute engine performing computation context operating system viewed software broker track resource compute engine akin database management system explore idea using database operating system role work defines key operating system function term rigorous mathematical semantics associative array algebra directly translatable database operation operation posse number mathematical property ideal parallel operating system guaranteeing correctness wide range parallel operation resulting operating system equation provide mathematical specification tabular operating system architecture tabularosa implemented platform simulation forking tabularrosa performed using associative array implementation compared linux core supercomputer using forkers managing process simulation show tabularosa potential perform operating system function massively parallel scale tabularosa simulation show higher performance compared linux managing process fully searchable table
15,ComputerScience,developing cybersecurity education awareness programme small mediumsized enterprise smes,purpose essential component organisation cybersecurity strategy building awareness education online threat protect corporate data service research article focus topic proposes highlevel programme cybersecurity education awareness used targeting smalltomediumsized enterprisesbusinesses smessmbs citylevel ground programme existing research well unique insight ongoing citybased project similar aim finding find whilst literature informative guiding education awareness programme may always reach realworld programme hand existing programme one explored great potential also room improvement knowledge area combined benefit academic practitioner community originalityvalue study contributes current research outline highlevel programme cybersecurity education awareness targeting smessmbs research engage reflection literature space present insight advance challenge faced ongoing programme analysis allow u craft proposal core programme assist improving security education awareness training target smessmbs
16,ComputerScience,aneka software platform netbased cloud computing,aneka platform deploying cloud developing application top provides runtime environment set apis allow developer build net application leverage computation either public private cloud one key feature aneka ability supporting multiple programming model way expressing execution logic application using specific abstraction accomplished creating customizable extensible service oriented runtime environment represented collection software container connected together leveraging architecture advanced service including resource reservation persistence storage management security performance monitoring implemented top infrastructure different programming model plugged provide support different scenario demonstrated engineering life science industry application
17,ComputerScience,increased security open source,paper discus impact open source security transparency software system focus technical aspect issue combining extending argument developed year stress discussion problem applies software general purpose computing system embedded system software usually easily patched upgraded different consideration may apply
18,ComputerScience,performance impact lockfree algorithm multicore communication apis,data race condition multitasking software application prevented serializing access shared memory resource ensuring data consistency deterministic behavior traditionally task acquire release lock synchronize operation shared memory unfortunately lock management add significant processing overhead especially multicore deployment task different core convoy queue waiting acquire lock implementing one lock introduces risk deadlock using spinlocks constrains core task run better alternative eliminate lock validate realtime property met directly considered many embedded application removing lock nontrivial packaging lockfree algorithm developer reduces possibility concurrency defect paper detail multicore communication api implementation enhanced support lockfree messaging impact data exchange latency task throughput latency compared window linux lockbased lockfree implementation data exchange message packet scalar model lockfree exchange predicts performance system architecture level provides stop criterion refactoring result show migration single multicore hardware architecture degrades lockbased performance increase lockfree performance
19,ComputerScience,tiramisu polyhedral compiler expressing fast portable code,paper introduces tiramisu polyhedral framework designed generate high performance code multiple platform including multicores gpus distributed machine tiramisu introduces scheduling language novel extension explicitly manage complexity arise targeting system framework designed area image processing stencil linear algebra deep learning tiramisu two main feature relies flexible representation based polyhedral model rich scheduling language allowing finegrained control optimization tiramisu us fourlevel intermediate representation allows full separation algorithm loop transformation data layout communication separation simplifies targeting multiple hardware architecture algorithm evaluate tiramisu writing set image processing deep learning linear algebra benchmark compare stateoftheart compiler handtuned library show tiramisu match outperforms existing compiler library different hardware architecture including multicore cpu gpus distributed machine
20,ComputerScience,scalable streamoriented framework cluster application,paper present streamoriented architecture structuring cluster application cluster run application based architecture scale tenth thousand node significantly le performance loss reliability problem architecture exploit stream nature data flow reduces congestion load balancing hide latency behind data push transparently handle node failure ongoing work developing implementation architecture able run simple data mining application cluster simulator
21,ComputerScience,introduction timeconstrained automaton,present timeconstrained automaton tca model hard realtime computation agent behavior modeled automaton constrained time interval tca action multiple start time deadline aperiodic selected dynamically following graph timeconstrained automaton allows expressing much precise time constraint classical periodic sporadic model preserving ease scheduling analysis provide property model well scheduling semantics show tca automatically derived sourcecode optimally scheduled single processor using variant edf explain time constraint used guarantee communication determinism construction study possible agent interaction happen
22,ComputerScience,secure machine efficient secure execution untrusted platform,work present secure machine sem short cpu architecture extension secure computing sem us small amount inchip additional hardware monitor key communication channel inside cpu chip act required sem provides confidentiality integrity secure program without trusting platform software offchip hardware sem support existing binary single multithreaded application running single multicore multicpu performance reduction caused percent due memory encryption layer commonly used many secure architecture also developed semprepare software tool automatically instrument existing application binary additional instruction securely executed architecture without requiring programming effort availability desired program source code enable secure data sharing shared memory environment developed secure distributed shared memory sdsm efficient time memory algorithm allowing thousand compute node share data securely running untrusted computing environment sdsm show negligible reduction performance requires negligible hardware resource developed distributed memory integrity tree method enhancing single node integrity tree preserving integrity distributed application running untrusted computing environment show method applicable existing single node integrity tree merkle tree bonsai merkle tree intel sgx memory integrity engine building block may used together form practical secure system used conjunction secure system
23,ComputerScience,computerassisted program reasoning based relational semantics program,present approach program reasoning insert program verification condition additional layer denotation program expressed declarative form program first translated denotation subsequently verification condition generated however even independently verification attempt one may investigate denotation get insight semantic essence program particular see whether denotation indeed give reason believe program expected behavior error program metainformation may thus detected fixed prior actually performing formal verification concretely following relational approach program semantics model effect program binary relation program state formal calculus devised derive program logic formula describes relation subject inspection manipulation implemented idea comprehensive form risc programexplorer new program reasoning environment educational purpose encompasses previously developed risc proofnavigator interactive proving assistant
24,ComputerScience,metric skyline processing pmtree,task similarity search multimedia database usually accomplished range k nearest neighbor query however expressing power singleexample query fails user delicate query intent available single example recently wellknown skyline operator reused metric similarity search multiexample query type applied multidimensional database ie multiattribute table traditional skyline operator selects database object dominated object metric skyline query adopts skyline operator multiple attribute represented distance similarity multiple query example hence view metric skyline set representative database object similar example possible simultaneously semantically distinct paper propose technique processing metric skyline query use pmtree show technique significantly outperforms original mtree based implementation time space cost experiment also evaluate partial metric skyline processing controlled number skyline object retrieved
25,ComputerScience,proceeding fourth international workshop testing analysis verification web software,volume contains paper presented fourth international workshop testing analysis verification software associated ieeeacm international conference automated software engineering ase collection paper includes research formal specification modelchecking testing debugging web software
26,ComputerScience,safius secure accountable filesystem untrusted storage,describe safius secure accountable file system resides untrusted storage safius provides strong security guarantee like confidentiality integrity prevention rollback attack accountability safius also enables readwrite sharing data provides standard unixlike interface application achieve accountability good performance us asynchronous signature reduce space required storing signature novel signature pruning mechanism used safius implemented gnulinux based system modifying opengfs preliminary performance study show safius tolerable overhead providing secure storage overhead opengfs data intensive workload due overhead performing encryptiondecryption software comparable better case opengfs metadata intensive workload
27,ComputerScience,global communication multiprocessor simulation flame,paper investigate performance global communication particular parallel code code simulates dynamic expansion premixed spherical flame using asymptotic model sivashinsky type spectral numerical algorithm result code heavily relies global alltoall interprocessor communication implementing transposition distributed data array numerical solution problem stored global data interdependence make interprocessor connectivity hpc system important floatingpoint power processor system built experiment show efficient numerical simulation particular model global data interdependence modern hpc system possible prospect performance sophisticated model flame dynamic analysed well
28,ComputerScience,vectorization tersoff multibody potential exercise performance portability,molecular dynamic simulation indispensable research tool computational chemistry material science consume significant portion supercomputing cycle around world focus multibody potential aim achieving performance portability compared wellstudied pair potential multibody potential deliver increased simulation accuracy complex effective compiler optimization achieving crossplatform performance remains open question abstracting target architecture computing precision develop vectorization scheme applicable cpu accelerator present result tersoff potential within molecular dynamic code lammps several architecture demonstrating efficiency gain computational kernel also largescale simulation cluster intel xeon phi optimized solver time faster pure mpi reference
29,ComputerScience,fundamental concept cyclus nuclear fuel cycle simulation framework,nuclear power expands technical economic political environmental analysis nuclear fuel cycle simulator increase importance date however current tool often fleetbased rather discrete restrictively licensed rather open source choice present challenge modeling fidelity generality efficiency robustness scientific transparency cyclus nuclear fuel cycle simulator framework modeling ecosystem incorporate modern insight simulation science software architecture solve problem challenge nuclear fuel cycle analysis better addressed summary cyclus fuel cycle simulator framework modeling ecosystem presented additionally implementation discussed context motivating challenge nuclear fuel cycle simulation finally current capability cyclus demonstrated open closed fuel cycle
30,ComputerScience,performance evaluation multiple tcp connection iscsi,scaling data storage significant concern enterprise system storage area network sans deployed mean scale enterprise storage sans based fibre channel used extensively last decade iscsi fast becoming serious contender due reduced cost unified infrastructure work examines performance iscsi multiple tcp connection multiple tcp connection often used realize higher bandwidth may fairness bandwidth distributed propose mechanism share congestion information across multiple flow fairtcp improved performance result show fairtcp significantly improves performance io intensive workload
31,ComputerScience,profiling improving dutycycling performance linuxbased iot device,minimizing energy consumption linuxbased device essential step towards wide deployment various iot scenario energy saving method dutycycling aim address constraint limiting amount time device powered work study improve amount time linuxbased iot device powered accomplish task analyze process system boot shutdown two platform raspberry pi raspberry pi zero wireless enhance dutycycling performance identifying disabling timeconsuming unnecessary unit initialized userspace also study whether sd card speed sd card capacity utilization affect boot duration energy consumption addition propose pallex parallel execution framework built top systemd init system run user application concurrently userspace initialization validate performance impact pallex applied various iot application scenario capturing image ii capturing encrypting image iii capturing classifying image using knearest neighbor algorithm iv capturing image sending cloud server result show system lifetime increased application scenario respectively
32,ComputerScience,fly orchestration unikernels tuning performance evaluation virtual infrastructure manager,network operator facing significant challenge meeting demand bandwidth agile infrastructure innovative service keeping cost low network function virtualization nfv cloud computing emerging key trend network architecture providing flexibility fast instantiation time support commercial shelf hardware significant cost saving nfv leverage cloud computing principle move dataplane network function expensive closed proprietary hardware socalled virtual network function vnfs paper deal management virtual computing resource unikernels execution vnfs functionality performed virtual infrastructure manager vim nfv management orchestration mano reference architecture discus instantiation process virtual resource propose generic reference model starting analysis three open source vim namely openstack nomad openvim improve aforementioned vim introducing support specialpurpose unikernels aiming reducing duration instantiation process evaluate performance aspect vim considering stock tuned version vim extension performance evaluation tool available liberal open source licence
33,ComputerScience,efficient synchronization primitive gpus,paper revisit design synchronization primitive specifically barrier mutexes semaphore apply gpu previous implementation insufficient due discrepancy hardware programming model gpu cpu create new implementation cuda analyze performance spinning gpu well method sleeping gpu running set memorysystem benchmark two common gpus use tesla fermiclass gpus nvidia result define higherlevel principle valid generic manycore processor important limit number atomic access required synchronization operation atomic access slower regular memory access use result benchmark critique existing synchronization algorithm guide new implementation define abstraction gpus classify gpu based behavior memory system use abstraction create suitable implementation primitive specifically targeting gpu analyze performance algorithm tesla fermi predict performance future gpus based characteristic abstraction also examine role spin waiting sleep waiting primitive performance varies based machine abstraction give set guideline strategy useful based characteristic gpu expected contention
34,ComputerScience,towards pythonbased domainspecific language selfreconfigurable modular robotics research,paper explores role operating system highlevel language development software domainspecific language dsl selfreconfigurable robotics review current trend selfreconfigurable robotics describe development software system atron ii utilizes linux python significantly improve software abstraction portability providing basic feature could prove useful using python either standalone via dsl selfreconfigurable robot system feature include transparent socket communication module identification easy software transfer reliable moduletomodule communication end result software platform modular robot appropriate build existing work operating system virtual machine middleware highlevel language
35,ComputerScience,proceeding workshop membrane computing biologically inspired process calculus mecbic,volume represents proceeding workshop membrane computing biologically inspired process calculus mecbic held together international conference membrane computing august fontainebleau france
36,ComputerScience,story telebrain multiperformer telematic platform performatization,paper present telebrain browserbased performatization platform invented organizing realtime telematic performance performatization human performance algorithm computer human performatize cooperatively humancomputer interaction hci becomes location computation novel mode machinehuman communication necessary organizing performatizations telebrain designed facilitate machinehuman language capitalizing ubiquity crossplatform compatibility internet telebrain opensource web application supporting perpl performer programming language humaninterpreted configurable language multimedia instruction used program performer telebrain facilitates variety performance discipline music theater dance computational performance networked scoring image audio prompted improvisation realspace multiplayer gaming collaborative transdisciplinary karaoke quantum squaredancing http telebrainorg
37,ComputerScience,executable set theory arithmetic encoding prolog,paper organized selfcontained literate prolog program implement element executable finite set theory focus combinatorial generation arithmetic encoding complete prolog code available http first ranking unranking function mathematically elegant data type universe hereditarily finite set urelements provided resulting arithmetic encoding powersets hypergraphs ordinal choice function implementing digraph representation hereditarily finite set define em decoration function recover wellfounded set encoding associated acyclic digraph conclude encoding arbitrary digraph discus concept duality induced set membership relation process uncover surprising possibility internally sharing isomorphic object independently language level type meaning
38,ComputerScience,basic gesture motion format virtual reality multisensory application,question encoding movement produced human gesture may become central coming year given growing importance movement data exchange heterogeneous system application musical application motion control virtual reality interaction etc past year various format proposed encoding movement especially gesture though format different degree designed context quite specific application character animation motion capture musical gesture biomechanical concern article introduce new file format called gm gesture motion signal aim lowlevel generic defining minimal feature format carrying movementgesture information need rather gathering information generally given existing format article argues given growing presence virtual reality situation gesture signal must encoded specific format needed proposed format feature inner property signal dimensionality structural feature type variable spatial temporal property article first review various situation multisensory virtual object gesture control intervene proposed format deduced mean encode versatile variable gestural animated scene
39,ComputerScience,formal proof schur conjugate function,main goal work formally prove correctness key command schur software interactive program calculating character lie group symmetric function core computation relies enumeration manipulation combinatorial structure first proof concept present formal proof conjugate function written c function computes conjugate integer partition formally prove program use framac software allows u annotate c function generate proof obligation proved using several automated theorem provers paper also draw methodology discussing formally prove kind program
40,ComputerScience,mpix taskbased parallelization dynamic load balance finite element assembly,main computing task finite element code fe solving partial differential equation pde algebraic system assembly iterative solver work focus first task context hybrid mpix paradigm although describe algorithm fe context similar strategy straightforwardly applied discretization method like finite volume method matrix assembly consists loop element mpi partition compute element matrix righthand side assembly local system mpi partition mpix hybrid parallelism context x consisted traditionally loop parallelism using openmp several strategy proposed literature implement loop parallelism like coloring substructuring technique circumvent race condition appears assembling element system local system main drawback first technique decrease ipc due bad spatial locality second technique avoids issue requires extensive change implementation cumbersome several element loop treated propose alternative based task parallelism element loop using extension openmp programming model taskification assembly solves aforementioned problem addition dynamic load balance applied using dlb library especially efficient presence hybrid mesh relative cost different element impossible estimate priori paper present proposed methodology implementation validation solution large computational mechanic problem core
41,ComputerScience,making fpgas accessible scientist engineer domain expert software programmer labview,paper present graphical programming framework labview associated language library well programming technique pattern found useful making fpgas accessible scientist engineer domain expert software programmer
42,ComputerScience,theory practice,author argues silicon valley important powerful part computer science work simultaneously theoretical practical particularly considers intersection theory algorithm practical software development combine example development tex typesetting system clever joke criticism encouragement
43,ComputerScience,revolution yet happen,information physical object including human building process organization online trend desirable inevitable cyberspace provide basis wonderful new way inform entertain educate people information corresponding system streamline commerce also provide new level personal service health care automation significant benefit breakthrough ability remotely communicate one another using sens acm transistor born time stored program computer revolutionary idea transistor curiosity idea evolved rapidly mid integrated circuit appeared allowing mass fabrication transistor silicon substrate allowed lowcost massproduced computer technology enabled extraordinary increase processing speed memory coupled extraordinary price decline form processing memory easily cheaply rapidly fabricated human brain peter cohrane estimate brain processing power around millionmillion operation per second one petaops memory terabyte current trend continue computer could capability computer could body personal assistant able recall everything one read hears see
44,ComputerScience,next dozen informationtechnology research goal,charles babbage vision computing largely realized verge realizing vannevar bush memex distance passing turing test three vision associated problem provided longrange research goal many u example scalability problem motivated several decade talk defines set fundamental research problem broaden babbage bush turing vision extend babbage computational goal include highlysecure highlyavailable selfprogramming selfmanaging selfreplicating system extend bush memex vision include system automatically organizes index digest evaluates summarizes information well human might another group problem extends turing vision intelligent machine include prosthetic vision speech hearing sens problem simply stated orthogonal others though share common core technology
45,ComputerScience,question materialist philosophy implying equivalence computer human cognition,issue related materialist philosophy explored concern implied equivalence computer running software human observer one issue explored concern measurement process quantum mechanic another issue explored concern nature experience revealed existence dream difficulty stemming materialist philosophy regard issue pointed example gedankenexperiment involving called negative observation discussed illustrates difficulty materialist assumption quantum mechanic based exploration difficulty specification outlined briefly would provide mean demonstrate equivalence computer running software human experience given materialist assumption
46,ComputerScience,one revolution make free scientific publishing,computer scientist position create new free highquality journal would take
47,ComputerScience,enum collision telephony dns policy,enum mark either convergence collision public telephone network internet enum innovation domain name system dns start numerical domain name used query dns name server server respond address information found dns record telephone number email address fax number sip address information concept use single number order obtain plethora contact information convention internet engineering task force ietf enum working group determined enum number would numerical string telephone number addition assignee enum number would assignee telephone number enum could work numerical string fact domain name ietf already working using number enum abridged
48,ComputerScience,edsger wybe dijkstra portrait genius,discus scientific contribution edsger wybe dijkstra opinion legacy
49,ComputerScience,classical nonextensive information theory,work firstly review result classical information theory next try generalize result using tsallis entropy present preliminary result discus aim field
50,ComputerScience,prehistory quantum computation,main idea behind development theory technology quantum computation formulated late early two physicist west mathematician former soviet union generally known west subject root russian technical literature author hope present impartial synthesis possible early history thought subject role reversible irreversible computational process examined briefly relates origin quantum computing socalled information paradox physic
51,ComputerScience,first thought stability asynchronous system,noninitialized nondeterministic asynchronous system inputoutput sense multivalued function mdimensional signal set ndimensional signal concept inspired modeling asynchronous circuit purpose state problem stability
52,ComputerScience,equation ideal latch,latch simple circuit feedback digital electrical engineering included work c element muller r latch clocked r latch latch also circuit containing two interconnected latch edge triggered r flipflop flipflop jk flipflop flipflop purpose study model equation previous circuit considered ideal ie noninertial technique analysis pseudoboolean differential calculus
53,ComputerScience,real time model asynchronous circuit delay theory,chapter book introduces delay theory whose purpose modeling asynchronous circuit digital electrical engineering ordinary differential pseudoboolean equation
54,ComputerScience,method scaling large member base,technical challenge scaling website large growing member base like social networking site numerous one challenge evenly distribute growing member base across available resource paper explore various method address issue technique used paper generalized applied various problem need distribute data evenly amongst finite amount resource
55,ComputerScience,ten incredibly dangerous software idea,rough draft synopsis book presently preparation book provides systematic critique software industry critique accomplished using classical method practical design science
56,ComputerScience,intersection union asynchronous system,asynchronous system f model asynchronous circuit digital electrical engineering multivalued function associate input u mathbf r set state xin f u x mathbf r n intersection system allows adding supplementary condition modeling union system allows considering validity one two system modeling example testing asynchronous circuit circuit supposed good bad purpose paper analyzing intersection union initialfinal state initialfinal time initialfinal state function subsystem dual system inverse system cartesian product system parallel connection serial connection system
57,ComputerScience,recruitment preparation retention case study computing culture university illinois urbanachampaign,computer science seeing decline enrollment level education including undergraduate graduate study paper report result study conducted university illinois urbanachampaign evaluated student attitude regarding three area contribute improved enrollment department computer science recruitment preparation retention result study saw two theme first department tight research focus appears draw significant attention activity teaching service communitybuilding activity necessary department excellence yet demonstrated second theme one partial solution better promote activity already employed department student faculty based result make recommendation improvement enhancement based current state practice peer institution
58,ComputerScience,mimo detection employing markov chain monte carlo,propose softoutput detection scheme multipleinputmultipleoutput mimo system detector employ markov chain monte carlo method compute bit reliability signal received thus suited coded mimo system offer good tradeoff achievable performance algorithmic complexity
59,ComputerScience,stop subversive spreadsheet,paper document formation european spreadsheet risk interest group eusprig wwweusprigorg outline research undertaken reported upon interested party eusprig publication
60,ComputerScience,equation ideal latch,latch simple circuit feedback digital electrical engineering included work c element muller r latch clocked r latch latch also circuit containing two interconnected latch edge triggered r flipflop flipflop jk flipflop flipflop purpose study model equation previous circuit considered ideal ie noninertial technique analysis pseudoboolean differential calculus
61,ComputerScience,nonanticipation asynchronous system,asynchronous system model asynchronous circuit digital electrical engineering nonanticipation one important property system theory present purpose introduce several concept nonanticipation asynchronous system
62,ComputerScience,design implementation master science information computer science inventory retrospect last four year,master science computer information science mics international accredited master program initiated started september mics researchoriented academic study semester continuation bachelor towards phd completely taught english supported lecturer coming ten different country report compass description underlying architecture describes implementation detail give presentation diverse experience result program designed implemented right creation university significance program moreover selfdiscovery computer science department finally led creation today research institute research ax
63,ComputerScience,modeling time computing taxonomy comparative survey,increasing relevance area realtime embedded system pervasive computing hybrid system control biological social system modeling bringing growing attention temporal aspect computing computer science domain also traditional field engineering article survey various approach formal modeling analysis temporal feature computerbased system level detail suitable also nonspecialists provides unifying framework rather comprehensive list formalism paper first lay key dimension along various formalism evaluated compared significant sample formalism time modeling computing presented discussed according dimension adopted perspective extent historical going traditional model formalism modern one
64,ComputerScience,free open source software development,development organization international nongovernmental organization emphasizing high potential free open source software le developed country cost reduction le vendor dependency increased potential local capacity development main argument spite advantage free open source software widely adopted african continent book author explore ground expectation based come evidence support expectation past year several project initiated good result achieved time many challenge encountered lesson drawn experience experience contain enough evidence support high expectation several project achievement considered final part book future free open source software development explored special attention given african continent since challenge highest role free open source software development need position explore potential threat book aim professional engaged design implementation ict development project want improve understanding role free open source software play
